ra,dec,mag,pmra,pmdec,ci,spect,proper
15.575446,4.730643,7.04,-40.63,-10.4,0.161,A2,
15.576705,67.80549,6.98,25.14,-146.78,0.793,G5,
15.577033,-28.046983,5.13,16.72,-31.22,1.306,K2/K3III,
15.578128,26.714693,2.22,120.38,-89.44,0.032,A0V,Alphecca
15.57982,44.06763,7.12,-8.26,63.69,1.122,K0,
15.580041,10.538867,3.8,-72.63,3.17,0.268,F0IV,
15.580626,-68.889092,7.37,-3.11,-5.36,1.647,M2III,
15.58322,-17.138836,6.99,-5.67,-24.41,1.008,K1III: (+G),
15.584606,1.669219,6.55,-83.16,-24.97,0.281,F0III,
15.585681,-41.166757,2.8,-16.05,-25.52,-0.216,B2IV,
15.586116,43.167536,6.75,-46.08,40.42,0.953,G5,
15.586628,49.99464,6.95,22.07,-78.39,1.092,K2,
15.587244,65.277751,7.45,-3.84,30.57,0.128,A2,
15.58745,49.698369,7.36,4.43,-5.56,1.541,K5,
15.587476,39.010067,5.14,24.61,8.63,1.65,M2III,
15.587807,-25.73417,7.31,-19.08,-25.63,0.06,A0V,
15.587835,53.922144,5.97,-17.96,2.08,1.184,K4III:,
15.591133,-41.504874,7.44,20.23,-61.45,0.478,F5V,
15.592105,-14.789537,3.91,65.67,6.93,1.007,K0III,Zubenelhakrabi
15.592565,17.655555,6.1,-77.08,-13.25,0.975,G8III:,
15.596901,1.227507,6.7,-66.07,8.24,0.325,F0,
15.596998,38.373926,6.3,10.14,-8.31,1.306,K2,
15.598126,-44.958389,4.55,-20.42,-21.48,-0.175,B3IVp,
15.598158,11.265656,6.04,-32.98,-11.83,1.125,K0III:,
15.599182,54.630567,5.77,-38.19,-0.57,0.051,A2V,
15.600641,39.802473,6.78,-482.47,27.52,0.906,K2V,
15.600963,6.183513,7.33,-42.21,-2.55,0.279,A2,
15.601162,52.069815,6.7,-16.96,83.83,0.329,F4IIIp,
15.603157,-33.092806,6.26,-20.35,-24.51,-0.07,B8/B9V,
15.603299,-65.114601,7.18,-46.76,-44.45,0.1,B9IVp...,
15.603364,-44.396823,5.44,-45.01,-55.17,1.497,M0III,
15.603524,35.705393,7.49,-174.66,-76.59,0.633,G5,
15.603624,-72.839324,7.31,-13.48,-6.08,-0.07,B7/B8II/III,
15.604925,-65.613289,6.51,-74.74,-60.26,0.334,F0III,
15.607417,-44.010401,7.28,-9.75,-10.86,-0.049,B8II/III,
15.607816,-66.545392,6.83,8.5,21.29,1.484,K3III,
15.60783,15.101424,6.51,-3.41,9.55,1.2,M5II-III,
15.608121,16.119085,5.93,71.54,-5.54,0.354,F3V,
15.608216,10.010176,5.26,46.67,-114.73,0.925,K0p,
15.609364,-0.561531,6.51,-22.58,-21.48,0.728,G8III+...,
15.611826,14.924792,7.08,-23.8,-20.43,0.06,A0,
15.612,-66.317037,4.11,24.51,-54.66,1.161,K0III,
15.613507,80.614499,6.89,-39.68,48.9,0.969,G5,
15.614839,29.991182,6.46,88.65,-57.38,0.433,F5V:,
15.61707,-28.135079,3.6,-13.26,-3.48,1.361,K3III,
15.618579,-26.492388,7.39,-10.15,-5.69,0.086,B8IV/V,
15.619694,-41.018775,7.12,-4.18,-8.38,1.427,K2/K3III,
15.623215,12.301634,7.12,-69.08,32.92,0.408,F0,
15.624583,-26.279864,6.19,-11.13,-23.11,-0.013,B9IV,
15.625363,-22.117018,6.98,1.37,-6.54,0.282,A1m...,
15.625562,54.508733,5.85,-35.17,-20.49,1.098,K1III:,
15.62755,69.283344,5.65,-49.11,52.08,1.371,M0III,
15.629404,71.153674,6.99,-17.28,9.53,1.011,K0,
15.630011,-23.141698,5.79,-31.72,-75.18,1.074,K0III,
15.630441,40.353433,5.25,60.45,59.57,0.886,G8III-IV,
15.630918,-31.252081,7.49,-66.13,-8.85,0.471,F3/F5V,
15.633114,10.239876,7.07,135.24,-356.53,0.531,F8V,
15.633301,-14.530401,7.39,-50.66,-23.5,0.387,F0V,
15.633939,-54.522031,6.98,-15.65,-19.13,0.13,A1/A2V,
15.634232,-42.567348,4.34,-147.6,56.35,1.412,K4.5III,
15.636922,36.24683,7.07,-59.81,34.48,1.7,F5,
15.637266,36.247132,7.4,-59.81,34.48,1.1,F5,
15.637725,-28.206666,6.32,14.76,-23.35,1.176,K1III,
15.637833,46.797751,5.76,97.18,-100.38,0.353,F2V,
15.637855,-21.016327,5.82,63.82,-71.39,1.077,K0III,
15.637952,24.521867,6.82,-12.03,-16.54,1.245,MIII,
15.639653,43.604261,6.8,-18.34,4.61,0.187,A2,
15.640204,22.674972,7.45,-39.48,6.53,1.125,K0,
15.640379,-19.91318,6.65,-198.62,-103.65,0.448,F3V,
15.641412,-14.516867,6.8,-56.03,-84.39,1.232,K1III,
15.6424,-39.1607,6.59,-21.25,-23.91,-0.069,B9V,
15.642626,65.790545,7.05,38.25,-76.4,1.097,K0,
15.642833,50.423283,5.84,-4.69,-28.2,0.847,G8III,
15.644121,55.899093,7.28,-19.59,9.52,0.07,B9,
15.64427,-29.777754,3.66,-22.1,-26.54,-0.177,B2.5V,
15.64443,-8.794714,6.56,1.31,-24.26,0.52,F6IV-V,
15.644467,-8.79149,6.45,16.72,-27.28,0.505,F6V,
15.644823,68.822007,7.45,-67.51,85.16,0.455,F5,
15.644831,-17.664855,7.15,-43.04,-27.7,1.039,G8II/III,
15.644887,-45.708763,6.97,-11.95,-12.81,-0.078,B5V,
15.645049,-39.127734,6.05,15.37,5.22,0.204,A4:m...,
15.64514,31.551849,7.22,-7.94,-3.03,0.245,A3,
15.645563,12.253219,7.44,-12.94,-14.4,-0.087,B9,
15.645716,-23.049474,7.17,-18.58,-11.44,1.601,K4/K5III,
15.646904,34.675039,6.12,-6.56,-16.19,1.039,K0,
15.647079,-52.372695,5.43,-34.13,-30.86,0.005,B9V,
15.647096,10.615755,7.1,17.91,-3.96,0.975,G5,
15.648488,-19.301892,5.36,84.2,-75.23,0.883,G8III/IV,
15.648496,57.461776,7.28,-18.31,-11.19,1.469,M3III:,
15.649691,46.926558,6.75,-9.47,-20.48,1.619,K5,
15.649949,85.285937,6.88,-63.39,33.12,0.207,A5,
15.650288,3.467681,7.36,-43.8,-51.19,1.484,K3III,
15.650407,-78.235177,6.99,-29.52,-47.86,0.178,A4III/IV,
15.651857,-72.297656,7.38,-19.4,-15.05,0.06,A0IV,
15.652645,57.924426,6.45,-5.85,3.87,1.102,K1III,
15.655159,-77.918004,6.19,-79.59,-130.26,1.207,K2II,
15.655937,-23.150224,6.33,-29.64,-21.82,0.023,B9.5V,
15.656299,36.635812,4.64,-15.29,-6.51,-0.103,B7V+...,
15.659693,-55.42707,6.94,-2.93,-4.69,1.511,K2III,
15.66075,79.983216,6.89,-32.21,39.99,0.392,F2,
15.661097,16.314009,6.98,-47.52,37.18,0.343,A2,
15.662772,-34.411926,4.66,5.65,-13.7,0.964,G8/K0III,
15.665137,-19.769141,6.88,27.74,-23.72,0.43,F3V,
15.665726,-59.908338,5.95,-121.9,-215.2,0.505,F6V,
15.669233,-45.02142,7.42,-2.96,-68.71,1.271,K4III,
15.669541,12.052934,6.22,-16.65,-8.22,0.968,G8II,
15.669707,-56.914589,6.63,-18.17,-28.09,1.337,K1III,
15.669889,-70.227883,6.45,-41.39,-55.11,0.077,A5V,
15.670981,-31.213771,6.35,-49.77,-31.64,1.418,K3III,
15.67136,-23.818078,4.97,-15.62,-8.18,1.302,K3III,
15.672598,-73.446685,5.64,-12.76,-20.73,-0.04,B8IV,
15.672619,43.846373,7.16,-21.87,63.82,0.325,F0,
15.673526,-44.28857,6.98,-8.36,-4.31,-0.072,Ap Si,
15.673887,37.517092,6.91,1.69,-14.55,1.503,K5,
15.675062,37.016987,7.16,-14.91,-6.95,0.012,A0,
15.680951,-44.622852,6.88,-33.65,-49.84,0.183,A5IV/V,
15.682345,-63.194607,7.49,-1.68,-7.9,-0.037,B3III,
15.682844,-47.736091,6.21,-36.22,-42.71,1.621,K5/M0III,
15.683083,16.024588,6.0,22.16,-16.8,0.908,G8III,
15.684564,9.302493,7.39,-19.19,-1.72,0.864,G5,
15.685254,-39.982789,6.51,16.08,-51.31,0.446,F5V,
15.686505,-44.661205,4.64,-168.7,-265.69,0.413,F5IV-V,
15.68777,-13.970316,6.87,-0.59,-5.17,0.059,B9.5V,
15.690416,-65.068149,6.98,-14.12,-26.06,0.351,F2V,
15.691844,-53.391278,6.92,-6.76,-10.75,-0.024,B8III,
15.692521,-29.299523,7.29,16.0,-5.79,1.686,M2/M3III,
15.692516,19.670401,4.51,-59.86,-43.23,0.062,A1V,
15.695944,-6.444392,7.3,-2.49,-0.76,1.004,K0,
15.696504,12.847528,5.34,39.68,-4.55,0.033,A0p Sr,
15.698527,-76.081959,5.95,-8.2,-38.98,-0.034,B9V,
15.698532,18.464037,5.8,-73.0,56.85,0.207,A2m,
15.699111,-19.678828,4.75,-33.21,-104.33,1.574,K5III,
15.70039,0.457028,7.23,20.37,-19.32,0.24,A0,
15.700491,-64.180288,6.53,-2.07,-3.99,1.524,K2/K3II,
15.703631,7.823335,7.33,-65.64,69.73,0.582,G0,
15.707149,-49.217552,6.95,-2.01,-6.35,1.622,K3III,
15.710341,-49.489553,6.02,-4.14,-22.55,1.315,K2III,
15.710536,45.762053,7.01,-37.15,59.45,0.368,F0,
15.710645,-37.424935,5.23,-50.36,-16.11,0.987,G8/K0III,
15.711138,-32.186034,7.48,-9.62,-9.35,-0.053,B5III,
15.711279,31.708751,6.71,-1.53,-12.33,1.359,K2,
15.711395,-34.710407,4.75,-23.96,-30.43,-0.151,B5V,
15.712381,26.295637,3.81,-112.52,50.7,0.02,A1Vs,
15.712876,-16.013694,7.05,-115.59,-48.58,0.519,F7V,
15.714107,52.360903,5.48,-66.3,29.68,-0.042,B9p...,
15.714345,6.883916,7.09,-48.4,-6.83,1.164,K0,
15.715126,4.102006,7.41,-40.12,-12.62,0.602,G0,
15.716182,-58.114664,7.49,5.37,-0.52,1.234,M3III+...,
15.71753,-10.933497,7.2,-1115.54,-302.77,0.484,sdF3,
15.719093,-13.05631,6.64,73.56,-92.56,0.543,G1V,
15.719592,13.667666,6.48,-20.16,-35.87,0.873,G5III,
15.719878,-25.415585,7.11,27.83,-15.1,0.406,F0V,
15.720654,31.384581,7.26,59.26,-131.85,0.455,F8,
15.721161,-84.465273,5.57,137.01,96.74,0.118,A2V,
15.722857,11.711012,6.94,9.64,-13.22,1.506,K2,
15.723572,-15.04323,6.3,-3.94,-95.38,1.124,K0III,
15.723988,-30.53499,7.44,-4.1,-7.5,0.094,A2V,
15.724185,82.947261,7.45,10.71,-1.0,0.24,A2,
15.725852,22.920501,7.22,35.85,-192.8,0.521,F8V,
15.727873,-57.452038,7.24,-1.96,-1.8,0.415,A4II/III,
15.729551,2.439948,7.16,3.09,-11.02,1.043,G8III,
15.732022,-60.287217,6.46,-3.36,-5.03,1.02,G0Ib,
15.73254,-16.869211,7.28,-0.15,12.74,1.449,K3III,
15.73314,32.515807,5.57,-28.8,-8.69,1.076,G9III:,
15.733839,2.515173,5.86,-44.96,-144.73,0.684,G5V,
15.734299,77.794493,4.29,20.07,-2.5,0.038,A3Vn,
15.734338,-51.90473,7.23,-2.41,-7.33,-0.024,B8III,
15.734472,-31.603336,6.62,3.25,-83.98,0.962,K0III,
15.734556,-15.672834,5.41,-34.49,-63.48,0.238,A6IV,
15.734985,24.460396,7.32,-37.09,8.99,0.214,A2,
15.735314,-30.711403,7.42,-19.31,-0.62,1.519,K5III:,
15.736215,-50.215727,6.83,-3.47,-34.16,0.353,F2IV/V,
15.737798,6.425627,2.63,134.66,44.14,1.167,K2III,Unukalhai
15.737839,-56.165406,7.06,-8.31,-15.31,-0.012,B8/B9II/III,
15.739372,52.983568,7.36,-245.91,59.11,0.624,G5,
15.739633,-41.819089,5.93,-17.7,-28.98,-0.007,A0V + B,
15.741484,16.51036,7.48,-10.73,-4.55,1.51,K5II-III,
15.741729,3.370041,7.26,-82.96,-50.99,0.415,F5,
15.743474,80.932171,6.85,5.25,0.93,1.504,K2,
15.743484,11.422058,7.47,-31.3,-25.59,1.093,K0,
15.745021,58.433645,7.36,-80.75,45.51,0.381,F0,
15.745037,17.264226,6.15,-30.44,6.59,0.002,A0V,
15.746038,68.680009,7.23,-42.46,67.05,0.173,A2,
15.746717,16.737358,6.99,-71.15,-7.05,1.2,K2,
15.748849,21.444392,7.49,43.67,131.41,0.451,F5V,
15.749884,-50.785463,6.41,-52.04,-23.1,0.163,A3V,
15.75155,-61.297905,7.09,-82.42,-95.2,0.401,F3/F5IV/V,
15.756523,5.447315,5.57,27.17,-3.19,0.035,A1V,
15.757662,-65.749748,6.87,-5.06,-5.89,1.343,K1/K2III,
15.757682,-6.145306,7.26,-29.57,4.07,1.065,K0,
15.760974,0.891039,6.32,11.8,-4.39,1.195,K0III,
15.76193,-22.753296,6.72,-31.07,-21.61,1.312,K1III,
15.762886,-30.041467,6.88,-66.95,-25.19,1.183,K2IIICN...,
15.768233,-1.804193,5.39,-21.84,-31.77,-0.035,B8III,
15.769793,15.421826,3.65,68.54,-41.31,0.073,A3V,
15.770238,-28.061481,6.49,-63.36,-22.14,0.332,F0V,
15.770457,42.46842,7.35,-34.54,19.54,0.914,K0,
15.770477,6.111163,7.31,1.4,-17.11,1.428,K2,
15.771921,-57.812453,7.07,-0.82,-4.37,1.42,K2II/III,
15.773331,15.526702,6.7,-20.07,6.64,0.223,A3,
15.77406,7.353073,4.42,-225.51,-68.52,0.604,G0Vvar,
15.776337,55.474791,5.94,-120.14,77.5,1.404,K3III,
15.777772,62.599557,5.19,40.0,-56.54,0.062,A2IV,
15.777878,-48.736823,6.76,-7.38,-13.8,-0.018,B9III,
15.778728,9.786285,7.04,-10.75,9.97,0.202,A2,
15.77895,-34.682454,5.61,-19.83,-26.63,-0.117,B8V,
15.779285,-6.120355,6.24,-11.94,1.26,1.169,K0,
15.779827,-52.146158,7.08,-3.95,0.33,-0.031,B5Vnn,
15.78082,-58.125246,6.83,-24.94,-44.41,0.202,A4IVs,
15.781623,46.986262,7.21,-108.24,6.2,0.77,K0,
15.78337,-62.796556,7.1,90.83,92.86,0.497,F6/F7V,
15.784572,-35.510345,6.82,-21.59,-24.32,0.024,A0V,
15.785047,-35.518038,7.34,-19.32,-24.58,0.005,B9.5V,
15.786907,-42.204727,7.38,-4.56,-142.75,0.66,G5V,
15.78808,-0.269915,6.94,-243.5,-23.83,0.512,F5,
15.788144,14.115348,5.71,-54.99,31.57,0.094,A3V,
15.78968,44.598781,7.3,19.27,12.67,1.241,K0,
15.79043,-40.19421,6.41,-156.61,-42.63,0.88,G8III/IVp..,
15.790792,1.545964,6.53,14.75,-31.01,1.163,K0III,
15.791435,-37.916312,6.01,-416.81,-213.86,0.715,G6IV,
15.792207,59.568623,6.53,-27.86,-21.12,1.394,K0,
15.793867,55.376627,5.85,12.64,4.82,0.249,A3m,
15.793917,-9.480442,7.0,-73.0,16.83,0.468,F5,
15.794658,28.469454,7.43,-51.71,50.03,0.471,F6V,
15.795846,33.01199,7.04,-16.09,15.74,1.193,K2,
15.796215,45.732882,6.76,-25.8,0.33,1.19,K2,
15.796755,4.298328,7.19,-23.55,-11.89,1.17,K0,
15.798078,-65.442291,5.54,-27.98,-41.74,0.231,A5,
15.799014,-25.986952,6.98,44.81,-8.4,0.164,A1IV,
15.800407,-37.675455,7.47,26.77,-34.2,0.375,F6II,
15.800498,31.735615,6.41,1.81,-43.76,1.517,K5,
15.800916,-25.215615,7.15,-19.1,-25.93,0.131,A0V,
15.80181,-50.589788,6.7,-1.15,-2.47,0.471,A7II,
15.802629,1.571739,7.44,-176.19,-166.72,0.801,G8V,
15.803696,13.789078,5.98,-8.84,-105.44,1.272,K2III,
15.805346,-44.351788,7.01,-5.77,-4.54,0.153,A2III,
15.80694,-13.499284,6.94,-7.22,-1.04,1.353,K0/K1III,
15.807399,-23.834056,6.71,-48.57,-17.0,0.13,A2IV/V,
15.808001,22.415466,6.85,-31.54,-37.37,1.23,K0,
15.80956,28.156749,5.89,-2.1,-11.52,0.608,C00 (F8pe),
15.811812,83.619657,7.0,2.95,-0.82,0.53,A3,
15.812327,18.141564,4.09,-51.78,-88.72,1.616,M1III,Gudja
15.814005,-52.438256,6.05,2.24,-11.83,1.385,K2/K3III,
15.814023,12.723616,6.79,-14.17,-8.86,0.024,A0,
15.81467,-1.001272,6.81,-47.92,0.29,1.592,K5III,
15.81572,-60.367639,6.65,-11.62,63.95,0.423,F5V,
15.815777,-3.818513,5.53,-29.12,6.18,0.12,A5IV,
15.820467,-52.21583,7.3,-0.66,-4.75,1.698,M2/M3III,
15.820802,-41.791335,7.4,-1.45,-15.09,-0.01,B8III,
15.821321,56.236367,7.28,13.9,-48.27,1.312,K2,
15.826104,12.558692,6.69,1.78,19.43,0.981,K0,
15.82657,26.068394,4.59,-79.85,-63.78,0.794,G5III-IV,
15.827002,-3.430208,3.54,-98.07,-27.41,-0.036,A0V,
15.82864,-32.808287,7.47,-14.79,-23.41,0.01,B9V,
15.831002,2.500748,7.15,-4.62,-7.08,0.329,A2,
15.831193,-17.901946,6.82,23.53,-4.46,0.407,F3V,
15.83264,-48.912408,5.86,-27.63,-10.43,0.068,A2IV,
15.832708,-3.921211,7.11,-16.86,-21.11,0.095,B9,
15.835304,-53.20977,5.78,-27.6,-39.07,-0.076,B8V,
15.835561,64.799692,7.21,-0.32,7.09,0.037,A0,
15.836628,5.954772,7.11,-29.74,-26.54,0.148,A0,
15.837862,-45.401714,6.11,39.58,-33.54,0.299,F0V,
15.838186,-49.0405,6.89,-21.53,-76.59,1.111,G8III,
15.838207,2.196509,5.21,30.15,-47.62,1.019,G8III,
15.843017,-26.289624,6.58,-83.78,-28.65,1.507,K3III,
15.844403,-23.258187,7.46,-5.42,-44.25,0.495,F5/F6V,
15.846935,4.47773,3.71,127.98,61.87,0.147,A2m,
15.849241,42.565409,7.39,-0.89,29.34,0.486,F5,
15.849316,-33.627165,3.97,-5.92,-24.91,-0.045,B9.5III-IV,
15.849652,-25.751295,4.63,-13.64,-24.91,-0.072,B1.5Vn,
15.851891,-55.055533,5.74,-2.95,-3.08,0.017,B2II,
15.8528,52.906991,6.74,-7.95,-3.07,0.138,A0...,
15.85387,35.657382,4.79,-8.07,-347.41,0.996,K0III-IV,
15.854331,-3.090497,5.09,-92.51,-27.56,0.135,A3Vn,
15.85442,20.977919,4.74,-54.7,17.99,1.534,K5III,
15.857889,57.142236,7.37,0.43,-16.9,1.376,K5,
15.858155,25.30414,7.49,19.57,-13.9,1.082,K1II-III,
15.858736,-47.0608,6.0,-113.11,-33.41,1.152,K1IV,
15.858918,-32.686074,7.0,-23.91,6.29,0.991,K1III,
15.859774,-37.437262,7.18,-4.53,32.75,1.415,K3III,
15.860576,-18.93946,7.3,-17.48,-39.14,1.162,K0III,
15.860666,-14.133584,6.2,-20.28,-7.01,1.01,G8III,
15.865827,-12.537548,7.48,-8.21,-1.58,0.631,F5V,
15.86682,15.235924,7.31,-59.4,-128.13,0.611,G2V,
15.867118,-45.505152,7.49,-12.05,-4.34,-0.043,B6III,
15.867296,29.881675,7.37,-11.27,-0.72,1.497,K5III,
15.870225,-29.886552,6.39,-136.52,-85.51,0.991,K0III,
15.870324,-45.284362,6.55,-13.41,4.5,0.887,G5II/III,
15.871269,55.826713,5.81,-23.82,54.06,0.972,G8III:,
15.87154,-18.436065,7.25,97.12,24.0,0.628,G2/G3V,
15.876677,-67.639601,7.0,11.51,-14.81,0.237,A5V,
15.877903,42.451518,4.6,438.97,629.52,0.563,F9V,
15.878518,-54.241747,7.32,-11.47,-3.48,1.647,K5III,
15.88092,-50.615824,6.63,-4.91,-7.96,1.527,K3III,
15.881968,-59.061562,7.06,-80.1,-106.88,0.526,F7V,
15.882255,17.40315,6.29,-55.17,-8.23,1.238,K0,
15.882301,15.430708,7.46,-55.97,-20.55,1.036,K0,
15.882417,-65.152496,6.54,37.36,8.83,0.186,A5IV,
15.885691,46.040052,7.25,-5.15,25.11,0.956,G5,
15.886694,13.196623,6.07,-150.56,-562.69,0.598,G0IV,
15.887334,12.353127,7.36,19.17,5.07,1.03,K2,
15.888905,-20.16704,5.04,-3.61,-19.0,-0.014,B3V,
15.88963,-3.029161,7.4,-84.95,-18.06,0.471,F5,
15.889704,-62.606583,6.22,-5.22,-14.1,1.467,K3III,
15.891392,65.288253,6.73,-14.0,34.38,0.926,G5,
15.893019,16.074933,6.21,21.28,-22.69,0.413,F5II-III,
15.893488,68.720113,6.76,1.86,-32.44,0.544,F5,
15.893533,-25.327142,4.59,-14.42,-25.4,-0.073,B2.5Vn,
15.897093,-16.729293,4.13,100.12,135.27,1.003,K0III,
15.89831,-24.533157,5.38,-13.51,-25.42,-0.011,B5V,
15.898851,-23.978094,5.41,-12.88,-24.06,-0.033,B2V,
15.903825,-11.090182,7.01,32.71,-9.65,1.241,K0,
15.904049,-53.582945,7.2,26.21,-15.35,0.409,F2IV/V,
15.907105,5.294056,6.87,46.92,45.09,1.041,K0,
15.908364,-27.338639,6.15,-13.48,-26.41,-0.069,B7V,
15.908772,-51.2377,7.43,-1.33,-9.36,0.012,B7IV,
15.909615,20.310968,5.45,-83.83,43.04,1.588,M0III,
15.910516,43.138567,5.35,-33.32,66.12,1.645,M3III,
15.910981,-25.243741,5.87,-12.29,-25.45,-0.065,B8III/IV,
15.911188,8.580337,6.28,2.3,-0.64,0.171,A7Vn,
15.911555,-22.766252,6.86,-14.51,-22.09,0.035,B9V,
15.914621,-60.743651,6.14,-2.02,-4.02,0.121,B9II,
15.915623,-53.483855,7.11,-10.95,-11.46,0.013,B8V,
15.91579,34.362526,7.12,-7.02,5.86,0.159,A2,
15.916768,-19.382926,5.95,-10.63,-18.38,-0.013,B2/B3V,
15.916964,75.574292,6.88,18.55,-9.81,0.831,G5,
15.919083,-63.430727,2.83,-188.45,-401.92,0.315,F2III,
15.921099,-42.605126,6.68,-73.3,-38.07,0.402,F0V,
15.922285,-43.391711,6.92,5.31,8.08,0.2,A4IV/V,
15.922664,9.223419,6.9,4.89,-17.46,1.052,K0,
15.923024,-44.526012,6.97,-17.88,-18.78,-0.005,B8V,
15.924663,-77.732254,7.34,-8.91,-24.14,0.988,K0III,
15.924891,-68.603001,5.11,-8.9,-6.27,1.108,G6VII,
15.925023,-26.265993,5.63,-34.96,-29.93,0.141,A3V,
15.925148,-31.083644,6.21,30.28,24.98,1.371,K4III,
15.925166,42.566193,5.73,-23.28,16.79,-0.102,B9p,
15.925665,-60.177647,5.78,-47.33,-71.19,0.355,Amvar,
15.927737,18.620745,6.26,-7.84,-10.67,-0.089,B8III,
15.92804,72.392043,7.24,-36.87,14.27,1.033,K0,
15.928312,-26.747217,7.33,-10.87,-82.18,0.498,F7V,
15.928409,-8.647644,6.94,1.02,-60.51,1.085,G5,
15.928636,-44.532407,6.83,-7.07,-14.7,-0.008,B3/B4V,
15.929884,37.946958,5.43,29.45,80.08,0.352,F0IV,
15.930455,58.911774,6.31,-31.85,26.62,-0.028,A0V,
15.931829,-2.164408,6.77,-88.94,-60.99,0.61,G0...,
15.932348,-40.786505,7.41,-10.5,-44.9,1.087,K2III,
15.934757,-40.704761,7.05,-28.81,-20.29,0.117,A2V,
15.934982,-60.482477,5.76,-36.48,-70.88,0.087,A3V,
15.935233,-39.864364,6.04,4.05,-17.7,0.13,B9V,
15.936693,10.297387,7.26,11.87,-18.73,1.126,K0,
15.937229,-31.785882,6.29,47.83,4.25,0.462,F3/F5V,
15.937342,-14.399402,6.32,41.39,-77.19,0.485,F6V,
15.940882,15.661617,3.85,311.2,-1282.17,0.478,F6V,
15.942604,-14.829438,6.11,71.62,-35.2,0.243,A2Ib/II,
15.944827,5.911087,7.38,13.57,-52.01,1.111,K0,
15.945979,12.477928,6.94,-56.39,-2.83,0.407,F2,
15.948077,-29.214073,3.87,-15.2,-25.1,-0.199,B2IV/V,Iklil
15.948193,-33.966134,5.14,23.8,-45.97,0.129,A3V,
15.948366,-33.964281,5.59,20.26,-49.68,0.072,B9V,
15.95108,-48.162186,6.31,-104.9,-109.76,0.381,F1IV,
15.951402,-35.9276,6.91,-8.99,-18.03,0.115,A3V,
15.951447,-16.034409,6.53,9.57,-33.44,1.769,M1III,
15.952396,-6.296632,7.19,3.53,-2.7,0.171,A0,
15.953521,-21.485682,7.13,-13.58,-14.11,0.152,A0IV,
15.953798,-27.642561,7.29,-34.15,-52.82,0.448,F3V,
15.954048,14.41448,5.54,-120.83,87.25,1.141,K1IV,
15.954144,3.405346,7.3,-28.09,10.43,0.264,A0,
15.955924,-36.185344,5.78,-9.83,-12.37,1.095,K0/K1III+..,
15.958288,39.695086,6.3,-65.19,49.98,1.11,K0,
15.959794,26.87788,4.14,-76.55,-60.24,1.231,K3III,
15.96124,-20.98308,5.84,-10.0,-22.35,0.012,B3V,
15.961349,-60.200257,7.33,-113.96,-102.35,0.621,G1V,
15.963196,54.749762,4.96,-150.18,106.47,0.269,F0IV,
15.963556,-23.527301,6.77,-8.32,-16.23,-0.008,B8/B9III,
15.966485,-31.728932,7.03,-17.66,-27.89,-0.011,A0V,
15.969825,-14.279358,4.95,-12.29,-16.77,-0.08,B8Ia/Iab,
15.972527,70.894445,7.26,-59.7,253.89,0.654,G5,
15.973333,-44.080823,6.72,-44.65,-34.87,0.169,A2V,
15.973412,37.827477,7.33,26.73,-8.76,0.399,F2,
15.9738,43.213712,7.42,-17.54,-7.72,0.177,A3,
15.974076,-13.442769,7.12,-9.24,-40.19,1.653,M0III,
15.974649,4.754897,7.09,-19.82,11.68,1.005,K0,
15.975214,36.022148,7.33,-51.44,0.71,1.485,M7,
15.975222,-37.503878,6.31,-12.9,-21.87,1.006,K0III,
15.976352,-24.831488,5.43,-11.41,-24.06,-0.092,B5V,
15.978854,-60.707328,7.4,-14.51,-0.99,1.599,K3III,
15.979093,30.004642,7.37,-18.58,7.73,1.545,K5,
15.980865,-26.114105,2.89,-12.0,-25.71,-0.18,B1V + B2V,Fang
15.982697,36.643773,5.61,25.2,27.65,1.529,K5III,
15.982821,-65.037585,5.74,-9.49,-6.78,-0.066,B7III,
15.984552,49.881043,6.04,21.48,-55.61,0.289,F0IV,
15.984975,29.431582,7.11,39.13,-57.77,1.145,K2III,
15.988974,-33.012191,6.97,-9.74,-17.79,0.031,B9IV/V,
15.989929,-58.726216,7.07,-5.02,-2.93,0.16,B1.5Ia,
15.990999,-27.016293,7.02,-9.13,-9.33,1.096,G8III,
15.991743,-41.744436,4.99,-37.76,-16.51,0.988,G8III,
15.993331,-62.814989,7.05,-2.39,-4.27,1.606,K3III,
15.993965,-29.632557,7.34,-79.2,-40.97,0.606,G3V,
15.994804,-7.302058,6.64,-12.39,-9.96,0.093,A0,
15.996335,-6.127542,7.4,-7.57,-25.43,1.107,K0,
15.99723,-64.854148,6.89,-0.4,-4.47,1.767,M0/M1II,
15.998007,-31.16845,6.57,12.06,-36.29,1.0,K1III+...,
15.998374,-54.020911,6.1,-6.98,-8.01,-0.016,B5IV,
15.998626,-33.38533,6.83,-11.63,-18.71,0.035,A0V,
15.998649,-78.027277,6.4,-1.68,-73.47,0.387,F3IV,
15.999401,-40.65311,6.51,-1.87,-8.09,1.499,G5Ib,
16.000597,0.623649,7.2,-17.49,11.24,1.638,K5,
16.000699,83.404101,7.35,-10.16,9.38,0.873,G5,
16.002036,-38.396706,3.42,-16.58,-27.06,-0.206,B2.5IV,
16.003285,44.279504,6.78,28.8,-46.48,1.165,K0,
16.005447,-16.53335,5.47,-636.53,-397.92,0.517,F7V,
16.005557,-22.62171,2.29,-8.67,-36.9,-0.117,B0.2IV,Dschubba
16.005865,67.627406,7.02,8.81,15.23,0.439,F2,
16.006086,-43.822752,7.4,-2.56,-3.11,1.193,G3Ib,
